 x u du u_exa du_exa
 0.530000000000E-01 -0.947060715409E+00  0.996536472487E+00  0.162848675156E+00  0.300009061293E+01
 0.540000000000E-01 -0.946064244658E+00  0.996404620664E+00  0.165847329929E+00  0.299721769880E+01
 0.550000000000E-01 -0.945067906987E+00  0.996270310312E+00  0.168843108089E+00  0.299433738933E+01
 0.560000000000E-01 -0.944071704856E+00  0.996133541762E+00  0.171836002245E+00  0.299144969163E+01
 0.570000000000E-01 -0.943075640723E+00  0.995994315352E+00  0.174826005012E+00  0.298855461283E+01
 0.580000000000E-01 -0.942079717045E+00  0.995852631424E+00  0.177813109012E+00  0.298565216006E+01
 0.590000000000E-01 -0.941083936279E+00  0.995708490329E+00  0.180797306876E+00  0.298274234050E+01
 0.600000000000E-01 -0.940088300883E+00  0.995561892423E+00  0.183778591240E+00  0.297982516131E+01
 0.610000000000E-01 -0.939092813313E+00  0.995412838066E+00  0.186756954748E+00  0.297690062970E+01
 0.620000000000E-01 -0.938097476026E+00  0.995261327628E+00  0.189732390051E+00  0.297396875289E+01
 0.630000000000E-01 -0.937102291476E+00  0.995107361480E+00  0.192704889808E+00  0.297102953810E+01
 0.640000000000E-01 -0.936107262121E+00  0.994950940005E+00  0.195674446684E+00  0.296808299259E+01
 0.650000000000E-01 -0.935112390415E+00  0.994792063587E+00  0.198641053352E+00  0.296512912363E+01
 0.660000000000E-01 -0.934117678812E+00  0.994630732618E+00  0.201604702492E+00  0.296216793852E+01
 0.670000000000E-01 -0.933123129768E+00  0.994466947497E+00  0.204565386793E+00  0.295919944454E+01
 0.680000000000E-01 -0.932128745735E+00  0.994300708627E+00  0.207523098948E+00  0.295622364904E+01
 0.690000000000E-01 -0.931134529168E+00  0.994132016420E+00  0.210477831659E+00  0.295324055935E+01
 0.700000000000E-01 -0.930140482520E+00  0.993960871290E+00  0.213429577637E+00  0.295025018283E+01
 0.710000000000E-01 -0.929146608243E+00  0.993787273661E+00  0.216378329598E+00  0.294725252686E+01
 0.720000000000E-01 -0.928152908790E+00  0.993611223960E+00  0.219324080267E+00  0.294424759884E+01
 0.730000000000E-01 -0.927159386612E+00  0.993432722623E+00  0.222266822375E+00  0.294123540618E+01
 0.740000000000E-01 -0.926166044162E+00  0.993251770089E+00  0.225206548660E+00  0.293821595631E+01
 0.750000000000E-01 -0.925172883889E+00  0.993068366805E+00  0.228143251871E+00  0.293518925669E+01
 0.760000000000E-01 -0.924179908245E+00  0.992882513223E+00  0.231076924760E+00  0.293215531478E+01
 0.770000000000E-01 -0.923187119679E+00  0.992694209803E+00  0.234007560089E+00  0.292911413807E+01
 0.780000000000E-01 -0.922194520642E+00  0.992503457008E+00  0.236935150627E+00  0.292606573407E+01
 0.790000000000E-01 -0.921202113581E+00  0.992310255310E+00  0.239859689150E+00  0.292301011028E+01
 0.800000000000E-01 -0.920209900947E+00  0.992114605185E+00  0.242781168443E+00  0.291994727426E+01
 0.810000000000E-01 -0.919217885187E+00  0.991916507116E+00  0.245699581297E+00  0.291687723356E+01
 0.820000000000E-01 -0.918226068749E+00  0.991715961591E+00  0.248614920511E+00  0.291379999575E+01
 0.830000000000E-01 -0.917234454080E+00  0.991512969106E+00  0.251527178892E+00  0.291071556844E+01
 0.840000000000E-01 -0.916243043626E+00  0.991307530161E+00  0.254436349254E+00  0.290762395922E+01
 0.850000000000E-01 -0.915251839835E+00  0.991099645263E+00  0.257342424419E+00  0.290452517572E+01
 0.860000000000E-01 -0.914260845151E+00  0.990889314926E+00  0.260245397217E+00  0.290141922560E+01
 0.870000000000E-01 -0.913270062020E+00  0.990676539667E+00  0.263145260484E+00  0.289830611652E+01
 0.880000000000E-01 -0.912279492886E+00  0.990461320013E+00  0.266042007066E+00  0.289518585616E+01
 0.890000000000E-01 -0.911289140194E+00  0.990243656494E+00  0.268935629815E+00  0.289205845221E+01
 0.900000000000E-01 -0.910299006388E+00  0.990023549647E+00  0.271826121592E+00  0.288892391239E+01
 0.910000000000E-01 -0.909309093909E+00  0.989801000015E+00  0.274713475264E+00  0.288578224445E+01
 0.920000000000E-01 -0.908319405202E+00  0.989576008148E+00  0.277597683707E+00  0.288263345612E+01
 0.930000000000E-01 -0.907329942707E+00  0.989348574600E+00  0.280478739805E+00  0.287947755518E+01
 0.940000000000E-01 -0.906340708866E+00  0.989118699933E+00  0.283356636449E+00  0.287631454941E+01
 0.950000000000E-01 -0.905351706120E+00  0.988886384714E+00  0.286231366538E+00  0.287314444663E+01
 0.960000000000E-01 -0.904362936910E+00  0.988651629516E+00  0.289102922979E+00  0.286996725465E+01
 0.970000000000E-01 -0.903374403675E+00  0.988414434919E+00  0.291971298687E+00  0.286678298130E+01
 0.980000000000E-01 -0.902386108853E+00  0.988174801507E+00  0.294836486584E+00  0.286359163446E+01
 0.990000000000E-01 -0.901398054884E+00  0.987932729872E+00  0.297698479601E+00  0.286039322199E+01
 0.100000000000E+00 -0.900410244206E+00  0.987688220611E+00  0.300557270676E+00  0.285718775178E+01
 0.101000000000E+00 -0.899422679255E+00  0.987441274328E+00  0.303412852755E+00  0.285397523175E+01
 0.102000000000E+00 -0.898435362469E+00  0.987191891632E+00  0.306265218792E+00  0.285075566981E+01
 0.103000000000E+00 -0.897448296284E+00  0.986940073138E+00  0.309114361749E+00  0.284752907392E+01
 0.104000000000E+00 -0.896461483135E+00  0.986685819467E+00  0.311960274598E+00  0.284429545204E+01
 0.105000000000E+00 -0.895474925457E+00  0.986429131247E+00  0.314802950314E+00  0.284105481213E+01
 0.106000000000E+00 -0.894488625684E+00  0.986170009111E+00  0.317642381885E+00  0.283780716221E+01
 0.107000000000E+00 -0.893502586250E+00  0.985908453699E+00  0.320478562305E+00  0.283455251028E+01
 0.108000000000E+00 -0.892516809587E+00  0.985644465655E+00  0.323311484574E+00  0.283129086438E+01
 0.109000000000E+00 -0.891531298129E+00  0.985378045632E+00  0.326141141705E+00  0.282802223254E+01
 0.110000000000E+00 -0.890546054306E+00  0.985109194287E+00  0.328967526714E+00  0.282474662284E+01
 0.111000000000E+00 -0.889561080551E+00  0.984837912282E+00  0.331790632627E+00  0.282146404336E+01
 0.112000000000E+00 -0.888576379292E+00  0.984564200288E+00  0.334610452480E+00  0.281817450220E+01
 0.113000000000E+00 -0.887591952960E+00  0.984288058980E+00  0.337426979314E+00  0.281487800747E+01
 0.114000000000E+00 -0.886607803983E+00  0.984009489038E+00  0.340240206180E+00  0.281157456731E+01
 0.115000000000E+00 -0.885623934791E+00  0.983728491151E+00  0.343050126136E+00  0.280826418987E+01
 0.116000000000E+00 -0.884640347810E+00  0.983445066012E+00  0.345856732250E+00  0.280494688332E+01
 0.117000000000E+00 -0.883657045468E+00  0.983159214320E+00  0.348660017596E+00  0.280162265584E+01
 0.118000000000E+00 -0.882674030190E+00  0.982870936780E+00  0.351459975257E+00  0.279829151564E+01
 0.119000000000E+00 -0.881691304403E+00  0.982580234104E+00  0.354256598325E+00  0.279495347092E+01
 0.120000000000E+00 -0.880708870530E+00  0.982287107009E+00  0.357049879900E+00  0.279160852994E+01
 0.121000000000E+00 -0.879726730997E+00  0.981991556218E+00  0.359839813089E+00  0.278825670094E+01
 0.122000000000E+00 -0.878744888225E+00  0.981693582461E+00  0.362626391009E+00  0.278489799220E+01
 0.123000000000E+00 -0.877763344639E+00  0.981393186472E+00  0.365409606783E+00  0.278153241200E+01
 0.124000000000E+00 -0.876782102659E+00  0.981090368993E+00  0.368189453545E+00  0.277815996864E+01
 0.125000000000E+00 -0.875801164708E+00  0.980785130771E+00  0.370965924435E+00  0.277478067045E+01
 0.126000000000E+00 -0.874820533205E+00  0.980477472559E+00  0.373739012604E+00  0.277139452576E+01
 0.127000000000E+00 -0.873840210569E+00  0.980167395117E+00  0.376508711208E+00  0.276800154293E+01
 0.128000000000E+00 -0.872860199221E+00  0.979854899209E+00  0.379275013413E+00  0.276460173034E+01
 0.129000000000E+00 -0.871880501577E+00  0.979539985606E+00  0.382037912395E+00  0.276119509636E+01
 0.130000000000E+00 -0.870901120055E+00  0.979222655086E+00  0.384797401335E+00  0.275778164941E+01
 0.131000000000E+00 -0.869922057072E+00  0.978902908431E+00  0.387553473425E+00  0.275436139791E+01
 0.132000000000E+00 -0.868943315043E+00  0.978580746431E+00  0.390306121865E+00  0.275093435029E+01
 0.133000000000E+00 -0.867964896384E+00  0.978256169880E+00  0.393055339863E+00  0.274750051502E+01
 0.134000000000E+00 -0.866986803508E+00  0.977929179579E+00  0.395801120636E+00  0.274405990056E+01
 0.135000000000E+00 -0.866009038829E+00  0.977599776335E+00  0.398543457407E+00  0.274061251541E+01
 0.136000000000E+00 -0.865031604759E+00  0.977267960961E+00  0.401282343412E+00  0.273715836807E+01
 0.137000000000E+00 -0.864054503711E+00  0.976933734275E+00  0.404017771892E+00  0.273369746706E+01
 0.138000000000E+00 -0.863077738094E+00  0.976597097102E+00  0.406749736098E+00  0.273022982093E+01
 0.139000000000E+00 -0.862101310320E+00  0.976258050274E+00  0.409478229289E+00  0.272675543822E+01
 0.140000000000E+00 -0.861125222797E+00  0.975916594625E+00  0.412203244732E+00  0.272327432752E+01
 0.141000000000E+00 -0.860149477933E+00  0.975572730999E+00  0.414924775704E+00  0.271978649741E+01
 0.142000000000E+00 -0.859174078137E+00  0.975226460245E+00  0.417642815490E+00  0.271629195650E+01
 0.143000000000E+00 -0.858199025815E+00  0.974877783216E+00  0.420357357383E+00  0.271279071340E+01
 0.144000000000E+00 -0.857224323373E+00  0.974526700773E+00  0.423068394685E+00  0.270928277677E+01
 0.145000000000E+00 -0.856249973215E+00  0.974173213782E+00  0.425775920708E+00  0.270576815524E+01
 0.146000000000E+00 -0.855275977746E+00  0.973817323116E+00  0.428479928770E+00  0.270224685751E+01
 0.147000000000E+00 -0.854302339370E+00  0.973459029653E+00  0.431180412201E+00  0.269871889225E+01
 0.148000000000E+00 -0.853329060488E+00  0.973098334276E+00  0.433877364335E+00  0.269518426816E+01
 0.149000000000E+00 -0.852356143501E+00  0.972735237875E+00  0.436570778520E+00  0.269164299398E+01
 0.150000000000E+00 -0.851383590812E+00  0.972369741347E+00  0.439260648109E+00  0.268809507844E+01
 0.151000000000E+00 -0.850411404818E+00  0.972001845594E+00  0.441946966466E+00  0.268454053029E+01
 0.152000000000E+00 -0.849439587920E+00  0.971631551522E+00  0.444629726962E+00  0.268097935830E+01
 0.153000000000E+00 -0.848468142515E+00  0.971258860046E+00  0.447308922978E+00  0.267741157127E+01
 0.154000000000E+00 -0.847497070999E+00  0.970883772086E+00  0.449984547903E+00  0.267383717798E+01
 0.155000000000E+00 -0.846526375769E+00  0.970506288566E+00  0.452656595135E+00  0.267025618727E+01
 0.156000000000E+00 -0.845556059220E+00  0.970126410419E+00  0.455325058081E+00  0.266666860797E+01
 0.157000000000E+00 -0.844586123746E+00  0.969744138581E+00  0.457989930157E+00  0.266307444893E+01
 0.158000000000E+00 -0.843616571740E+00  0.969359473996E+00  0.460651204788E+00  0.265947371901E+01
 0.159000000000E+00 -0.842647405595E+00  0.968972417612E+00  0.463308875408E+00  0.265586642711E+01
 0.160000000000E+00 -0.841678627702E+00  0.968582970386E+00  0.465962935458E+00  0.265225258212E+01
 0.161000000000E+00 -0.840710240451E+00  0.968191133277E+00  0.468613378391E+00  0.264863219297E+01
 0.162000000000E+00 -0.839742246232E+00  0.967796907253E+00  0.471260197666E+00  0.264500526857E+01
 0.163000000000E+00 -0.838774647433E+00  0.967400293286E+00  0.473903386753E+00  0.264137181789E+01
 0.164000000000E+00 -0.837807446441E+00  0.967001292356E+00  0.476542939129E+00  0.263773184989E+01
 0.165000000000E+00 -0.836840645643E+00  0.966599905445E+00  0.479178848283E+00  0.263408537354E+01
 0.166000000000E+00 -0.835874247425E+00  0.966196133546E+00  0.481811107710E+00  0.263043239785E+01
 0.167000000000E+00 -0.834908254171E+00  0.965789977654E+00  0.484439710915E+00  0.262677293183E+01
 0.168000000000E+00 -0.833942668264E+00  0.965381438770E+00  0.487064651413E+00  0.262310698451E+01
 0.169000000000E+00 -0.832977492087E+00  0.964970517904E+00  0.489685922727E+00  0.261943456494E+01
 0.170000000000E+00 -0.832012728022E+00  0.964557216070E+00  0.492303518389E+00  0.261575568217E+01
 0.171000000000E+00 -0.831048378448E+00  0.964141534286E+00  0.494917431940E+00  0.261207034528E+01
 0.172000000000E+00 -0.830084445746E+00  0.963723473579E+00  0.497527656931E+00  0.260837856337E+01
 0.173000000000E+00 -0.829120932294E+00  0.963303034980E+00  0.500134186921E+00  0.260468034554E+01
 0.174000000000E+00 -0.828157840469E+00  0.962880219526E+00  0.502737015480E+00  0.260097570093E+01
 0.175000000000E+00 -0.827195172647E+00  0.962455028261E+00  0.505336136184E+00  0.259726463866E+01
 0.176000000000E+00 -0.826232931204E+00  0.962027462235E+00  0.507931542621E+00  0.259354716790E+01
 0.177000000000E+00 -0.825271118513E+00  0.961597522501E+00  0.510523228386E+00  0.258982329783E+01
 0.178000000000E+00 -0.824309736949E+00  0.961165210120E+00  0.513111187086E+00  0.258609303762E+01
 0.179000000000E+00 -0.823348788884E+00  0.960730526160E+00  0.515695412335E+00  0.258235639648E+01
 0.180000000000E+00 -0.822388276687E+00  0.960293471693E+00  0.518275897755E+00  0.257861338364E+01
 0.181000000000E+00 -0.821428202730E+00  0.959854047798E+00  0.520852636981E+00  0.257486400832E+01
 0.182000000000E+00 -0.820468569381E+00  0.959412255558E+00  0.523425623654E+00  0.257110827978E+01
 0.183000000000E+00 -0.819509379008E+00  0.958968096063E+00  0.525994851426E+00  0.256734620729E+01
 0.184000000000E+00 -0.818550633978E+00  0.958521570410E+00  0.528560313957E+00  0.256357780013E+01
 0.185000000000E+00 -0.817592336656E+00  0.958072679701E+00  0.531122004918E+00  0.255980306759E+01
 0.186000000000E+00 -0.816634489406E+00  0.957621425042E+00  0.533679917987E+00  0.255602201900E+01
 0.187000000000E+00 -0.815677094593E+00  0.957167807548E+00  0.536234046854E+00  0.255223466367E+01
 0.188000000000E+00 -0.814720154579E+00  0.956711828337E+00  0.538784385215E+00  0.254844101096E+01
 0.189000000000E+00 -0.813763671723E+00  0.956253488535E+00  0.541330926780E+00  0.254464107022E+01
 0.190000000000E+00 -0.812807648388E+00  0.955792789272E+00  0.543873665263E+00  0.254083485084E+01
 0.191000000000E+00 -0.811852086931E+00  0.955329731686E+00  0.546412594392E+00  0.253702236220E+01
 0.192000000000E+00 -0.810896989710E+00  0.954864316919E+00  0.548947707901E+00  0.253320361370E+01
 0.193000000000E+00 -0.809942359082E+00  0.954396546118E+00  0.551478999535E+00  0.252937861478E+01
 0.194000000000E+00 -0.808988197403E+00  0.953926420440E+00  0.554006463050E+00  0.252554737487E+01
 0.195000000000E+00 -0.808034507026E+00  0.953453941042E+00  0.556530092208E+00  0.252170990342E+01
 0.196000000000E+00 -0.807081290305E+00  0.952979109092E+00  0.559049880783E+00  0.251786620990E+01
 0.197000000000E+00 -0.806128549592E+00  0.952501925761E+00  0.561565822557E+00  0.251401630380E+01
 0.198000000000E+00 -0.805176287237E+00  0.952022392225E+00  0.564077911323E+00  0.251016019462E+01
 0.199000000000E+00 -0.804224505590E+00  0.951540509670E+00  0.566586140882E+00  0.250629789186E+01
 0.200000000000E+00 -0.803273207000E+00  0.951056279282E+00  0.569090505045E+00  0.250242940506E+01
 0.201000000000E+00 -0.802322393814E+00  0.950569702258E+00  0.571590997634E+00  0.249855474377E+01
 0.202000000000E+00 -0.801372068378E+00  0.950080779797E+00  0.574087612478E+00  0.249467391754E+01
 0.203000000000E+00 -0.800422233036E+00  0.949589513107E+00  0.576580343417E+00  0.249078693595E+01
 0.204000000000E+00 -0.799472890132E+00  0.949095903399E+00  0.579069184301E+00  0.248689380859E+01
 0.205000000000E+00 -0.798524042010E+00  0.948599951891E+00  0.581554128989E+00  0.248299454507E+01
 0.206000000000E+00 -0.797575691009E+00  0.948101659807E+00  0.584035171349E+00  0.247908915500E+01
 0.207000000000E+00 -0.796627839470E+00  0.947601028376E+00  0.586512305260E+00  0.247517764803E+01
 0.208000000000E+00 -0.795680489731E+00  0.947098058834E+00  0.588985524609E+00  0.247126003381E+01
 0.209000000000E+00 -0.794733644131E+00  0.946592752422E+00  0.591454823295E+00  0.246733632199E+01
 0.210000000000E+00 -0.793787305005E+00  0.946085110386E+00  0.593920195224E+00  0.246340652227E+01
 0.211000000000E+00 -0.792841474688E+00  0.945575133979E+00  0.596381634313E+00  0.245947064434E+01
 0.212000000000E+00 -0.791896155515E+00  0.945062824460E+00  0.598839134490E+00  0.245552869791E+01
 0.213000000000E+00 -0.790951349817E+00  0.944548183092E+00  0.601292689689E+00  0.245158069270E+01
 0.214000000000E+00 -0.790007059925E+00  0.944031211145E+00  0.603742293859E+00  0.244762663847E+01
 0.215000000000E+00 -0.789063288171E+00  0.943511909895E+00  0.606187940953E+00  0.244366654496E+01
 0.216000000000E+00 -0.788120036882E+00  0.942990280623E+00  0.608629624939E+00  0.243970042194E+01
 0.217000000000E+00 -0.787177308385E+00  0.942466324617E+00  0.611067339791E+00  0.243572827921E+01
 0.218000000000E+00 -0.786235105008E+00  0.941940043168E+00  0.613501079494E+00  0.243175012656E+01
 0.219000000000E+00 -0.785293429074E+00  0.941411437577E+00  0.615930838044E+00  0.242776597381E+01
 0.220000000000E+00 -0.784352282907E+00  0.940880509146E+00  0.618356609445E+00  0.242377583078E+01
 0.221000000000E+00 -0.783411668829E+00  0.940347259185E+00  0.620778387712E+00  0.241977970733E+01
 0.222000000000E+00 -0.782471589162E+00  0.939811689012E+00  0.623196166869E+00  0.241577761332E+01
 0.223000000000E+00 -0.781532046224E+00  0.939273799946E+00  0.625609940952E+00  0.241176955861E+01
 0.224000000000E+00 -0.780593042334E+00  0.938733593316E+00  0.628019704003E+00  0.240775555310E+01
 0.225000000000E+00 -0.779654579810E+00  0.938191070454E+00  0.630425450077E+00  0.240373560670E+01
 0.226000000000E+00 -0.778716660965E+00  0.937646232699E+00  0.632827173239E+00  0.239970972931E+01
 0.227000000000E+00 -0.777779288115E+00  0.937099081395E+00  0.635224867562E+00  0.239567793088E+01
 0.228000000000E+00 -0.776842463573E+00  0.936549617892E+00  0.637618527131E+00  0.239164022136E+01
 0.229000000000E+00 -0.775906189650E+00  0.935997843546E+00  0.640008146038E+00  0.238759661070E+01
 0.230000000000E+00 -0.774970468656E+00  0.935443759718E+00  0.642393718388E+00  0.238354710888E+01
 0.231000000000E+00 -0.774035302900E+00  0.934887367776E+00  0.644775238295E+00  0.237949172589E+01
 0.232000000000E+00 -0.773100694689E+00  0.934328669092E+00  0.647152699883E+00  0.237543047175E+01
 0.233000000000E+00 -0.772166646330E+00  0.933767665045E+00  0.649526097285E+00  0.237136335647E+01
 0.234000000000E+00 -0.771233160127E+00  0.933204357019E+00  0.651895424646E+00  0.236729039008E+01
 0.235000000000E+00 -0.770300238384E+00  0.932638746405E+00  0.654260676118E+00  0.236321158264E+01
 0.236000000000E+00 -0.769367883401E+00  0.932070834596E+00  0.656621845867E+00  0.235912694421E+01
 0.237000000000E+00 -0.768436097481E+00  0.931500622996E+00  0.658978928067E+00  0.235503648487E+01
 0.238000000000E+00 -0.767504882921E+00  0.930928113011E+00  0.661331916900E+00  0.235094021472E+01
 0.239000000000E+00 -0.766574242021E+00  0.930353306053E+00  0.663680806562E+00  0.234683814385E+01
 0.240000000000E+00 -0.765644177075E+00  0.929776203540E+00  0.666025591258E+00  0.234273028239E+01
 0.241000000000E+00 -0.764714690378E+00  0.929196806898E+00  0.668366265200E+00  0.233861664047E+01
 0.242000000000E+00 -0.763785784225E+00  0.928615117554E+00  0.670702822615E+00  0.233449722826E+01
 0.243000000000E+00 -0.762857460907E+00  0.928031136945E+00  0.673035257737E+00  0.233037205590E+01
 0.244000000000E+00 -0.761929722714E+00  0.927444866512E+00  0.675363564810E+00  0.232624113358E+01
 0.245000000000E+00 -0.761002571937E+00  0.926856307700E+00  0.677687738091E+00  0.232210447149E+01
 0.246000000000E+00 -0.760076010861E+00  0.926265461963E+00  0.680007771843E+00  0.231796207984E+01
 0.247000000000E+00 -0.759150041775E+00  0.925672330757E+00  0.682323660344E+00  0.231381396885E+01
 0.248000000000E+00 -0.758224666961E+00  0.925076915548E+00  0.684635397878E+00  0.230966014876E+01
 0.249000000000E+00 -0.757299888704E+00  0.924479217802E+00  0.686942978742E+00  0.230550062980E+01
 0.250000000000E+00 -0.756375709286E+00  0.923879238997E+00  0.689246397241E+00  0.230133542226E+01
 0.251000000000E+00 -0.755452130986E+00  0.923276980611E+00  0.691545647694E+00  0.229716453639E+01
 0.252000000000E+00 -0.754529156084E+00  0.922672444131E+00  0.693840724425E+00  0.229298798250E+01
 0.253000000000E+00 -0.753606786857E+00  0.922065631048E+00  0.696131621773E+00  0.228880577089E+01
 0.254000000000E+00 -0.752685025580E+00  0.921456542861E+00  0.698418334084E+00  0.228461791189E+01
 0.255000000000E+00 -0.751763874529E+00  0.920845181070E+00  0.700700855717E+00  0.228042441581E+01
 0.256000000000E+00 -0.750843335975E+00  0.920231547186E+00  0.702979181040E+00  0.227622529301E+01
 0.257000000000E+00 -0.749923412191E+00  0.919615642722E+00  0.705253304431E+00  0.227202055385E+01
 0.258000000000E+00 -0.749004105446E+00  0.918997469198E+00  0.707523220279E+00  0.226781020871E+01
 0.259000000000E+00 -0.748085418009E+00  0.918377028139E+00  0.709788922984E+00  0.226359426798E+01
 0.260000000000E+00 -0.747167352145E+00  0.917754321075E+00  0.712050406954E+00  0.225937274204E+01
 0.261000000000E+00 -0.746249910122E+00  0.917129349545E+00  0.714307666609E+00  0.225514564133E+01
 0.262000000000E+00 -0.745333094201E+00  0.916502115088E+00  0.716560696381E+00  0.225091297628E+01
 0.263000000000E+00 -0.744416906645E+00  0.915872619254E+00  0.718809490711E+00  0.224667475732E+01
 0.264000000000E+00 -0.743501349715E+00  0.915240863596E+00  0.721054044048E+00  0.224243099491E+01
 0.265000000000E+00 -0.742586425671E+00  0.914606849671E+00  0.723294350856E+00  0.223818169952E+01
 0.266000000000E+00 -0.741672136768E+00  0.913970579045E+00  0.725530405606E+00  0.223392688165E+01
 0.267000000000E+00 -0.740758485264E+00  0.913332053287E+00  0.727762202782E+00  0.222966655178E+01
